"startup_id","startup_name","scope_decision","macro_theme","review_status","quality_band","source_backed_status","has_external_source","source_url","source_type","source_date","evidence_is_stub","data_quality_score_10"
"bioplaster_research_inc","BioPlaster Research Inc","include","biobased chemistry and advanced materials","reviewed","medium","source_backed_reviewed","True","https://www.bioplaster-research.com/english/about-us","official_website","2026-04-20","False","8"
"bioplastix","Bioplastix","include","biobased chemistry and advanced materials","reviewed","medium","source_backed_reviewed","True","https://bio-plastix.com/","official_website","2026-04-20","False","8"
"bioseek","Bioseek","include","computational biology and scientific software","reviewed","medium","source_backed_reviewed","True","https://www.f6s.com/company/bioseek","secondary_public_profile","2026-04-20","False","8"
"biosynaptica","BioSynaptica","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://biosynaptica.com/","official_website","2026-05-08","False","9"
"biotalife","Biotalife","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.biotalife.com/","official_website","2026-05-08","False","8"
"bitgenia","Bitgenia","include","computational biology and scientific software","reviewed","medium","source_backed_reviewed","True","https://www.bitgenia.com/nosotros/","official_website","2026-04-20","False","8"
"bleps_vision","Bleps Vision","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://blepsvision.com/en/","official_website","2026-04-20","False","8"
"blerify","Blerify","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://blerify.com/es/","official_website","2026-04-23","False","9.5"
"blooms","Blooms","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.bloomscapital.com/english","official_website","2026-05-06","False","8"
"botanical-solutions","Botanical Solutions","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://www.linkedin.com/company/botanical-solution","linkedin_company_profile","2026-05-06","False","8"
"brain_ag","Brain.ag","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.serasaexperian.com.br/sala-de-imprensa/agronegocios/serasa-experian-adquire-parte-da-brain-ag-e-fortalece-analise-de-credito-para-o-agronegocio/","secondary_public_profile","2026-05-06","False","8"
"branch_energy","Branch Energy","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://www.linkedin.com/company/branch-energy","official_public_profile","2026-05-08","False","8.5"
"break_pet","BreakPET","include","biobased chemistry and advanced materials","reviewed","medium","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-20","False","8"
"bsafe_biotech","Bsafe Biotech","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://www.bsafebiotech.com/","official_website","2026-04-20","False","8"
"bug_agentes_biologicos","BUG Agentes Biologicos","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://spventures.com.br/portfolio/","official_portfolio_profile","2026-04-29","False","8"
"bybug","ByBug","include","biomanufacturing and bioindustrial platforms","reviewed","medium","source_backed_reviewed","True","https://www.bybug.io/tecnologia/","official_website","2026-05-08","False","8"
"calfix","Calfix","include","biobased chemistry and advanced materials","reviewed","high","source_backed_reviewed","True","https://www.linkedin.com/company/calfix-bio","public_company_profile","2026-05-06","False","8.5"
"calice","Calice","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://calice.ai/eng/","official_website","2026-05-08","False","8"
"caligenia","Caligenia","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://www.caligenia.com/","official_website","2026-05-06","False","8"
"capim","Capim","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://capim.com.br/","official_website","2026-04-28","False","9"
"carbonext","Carbonext","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.carbonext.com.br/en/","official_website","2026-04-29","False","8"
"cargo_sapiens","Cargo Sapiens","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://cargosapiens.com/en/","official_website","2026-05-06","False","9"
"caspr_biotech","Caspr Biotech","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://sosv.com/company/caspr-biotech/","official_public_profile","2026-04-20","False","8"
"cell_farm","Cell Farm","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://www.cell.farm/","official_website","2026-04-21","False","9"
"cellargen_biotech","Cellargen Biotech","include","biomanufacturing and bioindustrial platforms","reviewed","medium","source_backed_reviewed","True","https://www.unl.edu.ar/noticias/news/view/la_fbcb_y_cellargen_biotech_s_r_l_producir%C3%A1n_insumos_biotecnol%C3%B3gicos","institutional_public_source","2026-04-20","False","8"
"cellco","CellCo","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://www.linkedin.com/company/the-cellco","linkedin_company_profile","2026-04-23","False","8"
"cellrep","CellRep","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://cellrep.bio/about-us/","official_website","2026-04-20","False","8"
"cellva","Cellva","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://cellva.com/","official_website","2026-04-21","False","8.5"
"centralo","Centralo","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"cerradox","CerradoX","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://cerradox.com/","official_website","2026-05-06","False","8"
"chazki","Chazki","exclude","peripheral or non-core digital ventures","reviewed","medium","source_backed_reviewed","True","https://www.chazki.com/","official_website","2026-04-20","False","8"
"chemtest","Chemtest","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://www.chemtest.net/","official_website","2026-04-21","False","8.5"
"circa_therapeutics","Circa Therapeutics","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://circatherapeutics.com/","official_website","2026-04-22","False","8.5"
"circclo","CIRCCLO","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://circclo.lacompaniadigital.com/","official_website","2026-05-06","False","8"
"circular","Circular","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://circular.com","official_website","2026-04-21","False","9"
"clover","Clover","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.clover.com.ar/","official_website","2026-04-21","False","9"
"cobli","Cobli","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.cobli.co/","official_website","2026-05-08","False","9"
"conciencia","Conciencia","exclude","peripheral or non-core digital ventures","seeded","high","source_backed_seeded","True","https://conciencia.education","candidate_website_from_user_csv","2026-04-21","False","9"
"concil","Concil","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.spventures.com.br/","official_portfolio_profile","2026-04-29","False","8.5"
"courageous_land","Courageous Land","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.courageousland.com/","official_website","2026-05-06","False","8"
"crinsurance","CRInsurance","exclude","peripheral or non-core digital ventures","seeded","high","source_backed_seeded","True","https://crinsurance.com.br","candidate_website_from_user_csv","2026-04-21","False","9"
"cryosmetics","Cryosmetics","include","biobased chemistry and advanced materials","reviewed","medium","source_backed_reviewed","True","https://www.cryosmetics.com/piel-microbioma/","official_website","2026-05-06","False","8"
"culttivo","Culttivo","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://theyieldlablatam.com/companies/culttivo/","official_portfolio_profile","2026-05-08","False","8"
"curseduca","Curseduca","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"cyanomin","CyanoMin","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://www.cyanomin.bio/","official_website","2026-05-06","False","8.5"
"cytbac","Cytbac","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://wiselatinamerica.com/Proyecto_Detalle.aspx?proyecto_id=1064","external_profile","2026-05-08","False","8.5"
"decoy","Decoy","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://spventures.com.br/categorias-portfolio/alternative-inputs-biologicals/","official_portfolio_profile","2026-04-29","False","8"
"deepagro","DeepAgro","include","precision agriculture and resource intelligence","reviewed","high","source_backed_reviewed","True","https://www.deepagro.com/","official_website","2026-05-06","False","9"
"delee","Delee","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.delee.co/","official_website","2026-05-08","False","8"
"dharma_bioscience","Dharma BioScience","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://sf500.com.ar/","official_portfolio_profile","2026-05-08","False","8.5"
"dogma_biotech","Dogma Biotech","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-20","False","8.5"
"done_properly","Done Properly","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://www.doneproperly.co/en/home-en/","official_website","2026-05-06","False","8.5"
"dprotein","DProtein","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://www.f6s.com/company/dprotein","external_company_profile","2026-05-06","False","8.5"
"dymaxion_labs","Dymaxion Labs","include","precision agriculture and resource intelligence","reviewed","high","source_backed_reviewed","True","https://dymaxionlabs.com/","official_website","2026-04-21","False","8.5"
"dynami","Dynami","exclude","peripheral or non-core digital ventures","reviewed","medium","source_backed_reviewed","True","https://www.dynami.ai/","official_website","2026-04-20","False","8"
"egg","Egg","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.thecompanycheck.com/company/b/egg/9xjv91mufoaes1t4s","external_profile","2026-04-23","False","9"
"einsted","Einsted","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://einsted.bio/","official_website","2026-04-22","False","8"
"eiru","Eirú","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://sf500.com.ar/","official_portfolio_profile","2026-04-20","False","9"
"eiwa","Eiwa","include","precision agriculture and resource intelligence","reviewed","high","source_backed_reviewed","True","https://eiwa.ag/en/about-us/","official_website","2026-04-20","False","8.5"
"elytron_biotech","Elytron Biotech","include","biomanufacturing and bioindustrial platforms","reviewed","high","source_backed_reviewed","True","https://www.elytronbiotech.com/?lang=en","official_website","2026-05-06","False","8.5"
"embryoxite","Embryoxite","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-20","False","8"
"endless","Endless","exclude","peripheral or non-core digital ventures","seeded","high","source_backed_seeded","True","https://endlessos.org","candidate_website_from_user_csv","2026-04-21","False","9"
"enteria","Enteria","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-20","False","8"
"enzyva","Enzyva","include","biomanufacturing and bioindustrial platforms","reviewed","medium","source_backed_reviewed","True","https://www.enzyvo.com/about","official_website","2026-04-20","False","8"
"eolo_pharma","Eolo Pharma","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://eolo-pharma.com/","official_website","2026-04-22","False","8.5"
"epiliquid","Epiliquid","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://ar.linkedin.com/company/epiliquid","public_company_profile","2026-05-08","False","8"
"ergo_bioscience","Ergo Bioscience","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://www.ergobiotech.com/who-we-are","official_website","2026-04-21","False","8.5"
"ergo_foods","Ergo Foods","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://www.ergobiotech.com/","official_website","2026-04-20","False","8"
"erural","Erural","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.erural.net/","official_website","2026-05-06","False","8.5"
"ethos","Ethos","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://www.ethos.vc/","official_website","2026-04-23","False","9"
"eureka","Eureka","exclude","peripheral or non-core digital ventures","reviewed","medium","source_backed_reviewed","True","https://eurekamomentsfactory.com/","public_website","2026-04-23","False","8"
"exactly","Exactly","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"exomas","Exomas","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://www.exomas.co/","official_website","2026-04-20","False","8"
"eywa_biotech","Eywa Biotech","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://www.eywa.bio/","official_website","2026-04-20","False","8"
"facturama","Facturama","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"falcomm","Falcomm","exclude","frontier hardware and infrastructure systems","reviewed","medium","source_backed_reviewed","True","https://techcrunch.com/startup-battlefield/company/falcomm/","public_company_profile","2026-04-23","False","8"
"fecundis","Fecundis","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://www.fecundis.com/","official_website","2026-04-20","False","8.5"
"feedvax","Feedvax","include","ag biologicals and crop resilience","reviewed","high","source_backed_reviewed","True","https://www.feedvax.com/","official_website","2026-04-20","False","8.5"
"flexza","Flexza","exclude","peripheral or non-core digital ventures","reviewed","medium","source_backed_reviewed","True","https://www.linkedin.com/company/hola-flexza/","public_company_profile","2026-04-23","False","8"
"fligoo","Fligoo","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"food4you","Food4You","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-20","False","8"
"frete_com","Frete Com","exclude","peripheral or non-core digital ventures","seeded","medium","missing_external_source","False","","portfolio_or_official_override","2026-05-08","False","8"
"frizata","Frizata","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://latamlist.com/frizata-raises-4-65m-funding-round-for-flexitarian-frozen-meals/","secondary_public_profile","2026-05-06","False","8"
"frubana","Frubana","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"fungi_life","Fungi Life","include","biobased chemistry and advanced materials","reviewed","high","source_backed_reviewed","True","https://www.fungilife.net/","official_website","2026-04-21","False","8.5"
"future_biome","Future Biome","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-08","False","8.5"
"future_cow","Future Cow","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://www.futurecow.com.br/","official_website","2026-05-08","False","8"
"galtec","Galtec Life","include","therapeutics and regenerative medicine","reviewed","high","source_backed_reviewed","True","https://galtec.ar/en/home/","official_website","2026-05-08","False","8.5"
"gameet","Gameet","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://www.gameet.life/","official_website","2026-05-08","False","8.5"
"gbm","GBM","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://gbm.com/","official_website","2026-04-23","False","9"
"genica","Gênica","include","ag biologicals and crop resilience","reviewed","medium","source_backed_reviewed","True","https://genica.com.br/","official_website","2026-05-06","False","8"
"genotyping","Genotyping","include","diagnostics and medtech","reviewed","medium","source_backed_reviewed","True","https://genotyping.com.br/testes-geneticos-estao-mais-acessiveis-no-brasil/","secondary_public_profile","2026-05-06","False","8"
"geofusion","Geofusion","exclude","peripheral or non-core digital ventures","reviewed","high","source_backed_reviewed","True","https://geofusion.com.br/quem-somos/","official_website","2026-04-29","False","8.5"
"geoprot","Geoprot","include","computational biology and scientific software","reviewed","high","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-06","False","8.5"
"gigablue","Gigablue","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://www.gigablue.co/about","official_website","2026-04-22","False","8.5"
"gisens_biotech","Gisens Biotech","include","diagnostics and medtech","reviewed","high","source_backed_reviewed","True","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-20","False","8.5"
"glycox","GlycoX","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://www.glycox.bio/","official_website","2026-04-22","False","8.5"
"goflux","goFlux","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://goflux.com.br/","official_website","2026-04-29","False","8"
"grandata","Grandata","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"harmony-biosciences","HARMONY","include","food biotech and novel ingredients","reviewed","medium","source_backed_reviewed","True","https://web.brinc.io/finding-harmony-in-infant-formula-innovation/","external_news_profile","2026-05-06","False","8"
"heartbest","Heartbest","include","food biotech and novel ingredients","reviewed","high","source_backed_reviewed","True","https://theyieldlablatam.com/companies/heartbest/","official_portfolio_profile","2026-05-06","False","8.5"
"hexembio","HeXemBio","include","therapeutics and regenerative medicine","reviewed","medium","source_backed_reviewed","True","https://hexemb.io/news/introducing-hexembio-a-new-approach-to-blood-stem-cell-rejuvenation","official_website","2026-05-06","False","8"
"HIAMET","HIAMET","include","climate, energy and resource systems","reviewed","medium","source_backed_reviewed","True","https://www.hiamet.com/","official_website","2026-05-06","False","8"
"horus_aeronaves","Horus Aeronaves","include","precision agriculture and resource intelligence","reviewed","medium","source_backed_reviewed","True","https://www.lavca.org/sp-ventures-invests-r3m-in-horus-aeronaves-em-portugues/","secondary_public_profile","2026-05-08","False","8"
"houm","Houm","exclude","peripheral or non-core digital ventures","taxonomy_stub","medium","missing_external_source","False","","taxonomy_stub","2026-05-08","True","7"
"huiro","Huiro","include","climate, energy and resource systems","reviewed","high","source_backed_reviewed","True","https://www.huiroregenerativo.com/en","official_website","2026-04-22","False","9"
